,Tile Identifier,Acquisition Date,Tile Grid Region,Tile Grid Horizontal,Tile Grid Vertical,Tile Production Date,Cloud Cover,Cloud Shadow,Snow Ice,Fill (No Data),Spacecraft Identifier,Sensor Identifier,Scene Count,Datum,Map Projection,Units,ARD Version,Level-1 Collection Number,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LR Corner Lat,LR Corner Long,LL Corner Lat,LL Corner Long,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LR Corner Lat dec,LR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,Display ID,Entity ID
436,LC08_CU_007014_20171222_20190429_C01_V01,2017/12/22,CU,7,14,2019/04/29,0.1749,0.0454,0.0017,72.7873,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20171222_20190429_C01_V01,LC08_CU_007014_20171222_C01_V01
440,LC08_CU_007014_20171224_20181126_C01_V01,2017/12/24,CU,7,14,2018/11/26,0.32799999999999996,0.08,0.0271,93.65,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20171224_20181126_C01_V01,LC08_CU_007014_20171224_C01_V01
441,LC08_CU_006013_20171229_20190429_C01_V01,2017/12/29,CU,6,13,2019/04/29,0.0781,0.0071,0.0,31.1155,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20171229_20190429_C01_V01,LC08_CU_006013_20171229_C01_V01
442,LC08_CU_006014_20171229_20190429_C01_V01,2017/12/29,CU,6,14,2019/04/29,1.5656,0.2352,0.0,75.0943,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20171229_20190429_C01_V01,LC08_CU_006014_20171229_C01_V01
447,LC08_CU_006014_20171231_20181129_C01_V01,2017/12/31,CU,6,14,2018/11/29,73.1482,15.5984,0.0,92.6552,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20171231_20181129_C01_V01,LC08_CU_006014_20171231_C01_V01
448,LC08_CU_007013_20171231_20181130_C01_V01,2017/12/31,CU,7,13,2018/11/30,98.2082,1.7918,0.0,36.3062,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20171231_20181130_C01_V01,LC08_CU_007013_20171231_C01_V01
449,LC08_CU_007014_20171231_20181129_C01_V01,2017/12/31,CU,7,14,2018/11/29,68.2788,17.0989,0.0017,3.2306,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20171231_20181129_C01_V01,LC08_CU_007014_20171231_C01_V01
453,LC08_CU_006013_20180107_20190616_C01_V01,2018/01/07,CU,6,13,2019/06/16,34.531,10.8173,0.0032,35.9864,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180107_20190616_C01_V01,LC08_CU_006013_20180107_C01_V01
454,LC08_CU_006014_20180107_20190616_C01_V01,2018/01/07,CU,6,14,2019/06/16,38.8702,12.6641,0.0004,2.6,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180107_20190616_C01_V01,LC08_CU_006014_20180107_C01_V01
455,LC08_CU_007013_20180107_20190616_C01_V01,2018/01/07,CU,7,13,2019/06/16,21.1235,6.736000000000001,0.0001,30.3412,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180107_20190616_C01_V01,LC08_CU_007013_20180107_C01_V01
456,LC08_CU_007014_20180107_20190616_C01_V01,2018/01/07,CU,7,14,2019/06/16,13.549000000000001,1.7912,0.0,72.3222,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20180107_20190616_C01_V01,LC08_CU_007014_20180107_C01_V01
460,LC08_CU_007014_20180109_20190616_C01_V01,2018/01/09,CU,7,14,2019/06/16,99.9554,0.0358,0.0,93.9851,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20180109_20190616_C01_V01,LC08_CU_007014_20180109_C01_V01
461,LC08_CU_006013_20180114_20190616_C01_V01,2018/01/14,CU,6,13,2019/06/16,32.4708,9.1903,0.0,30.3902,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180114_20190616_C01_V01,LC08_CU_006013_20180114_C01_V01
462,LC08_CU_006014_20180114_20190616_C01_V01,2018/01/14,CU,6,14,2019/06/16,74.4619,0.6778,0.0,74.3482,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180114_20190616_C01_V01,LC08_CU_006014_20180114_C01_V01
467,LC08_CU_006014_20180116_20190616_C01_V01,2018/01/16,CU,6,14,2019/06/16,7.3984,1.6967,0.0002,92.9268,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180116_20190616_C01_V01,LC08_CU_006014_20180116_C01_V01
468,LC08_CU_007013_20180116_20190616_C01_V01,2018/01/16,CU,7,13,2019/06/16,2.6319,1.3913,0.0148,36.7403,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180116_20190616_C01_V01,LC08_CU_007013_20180116_C01_V01
469,LC08_CU_007014_20180116_20190616_C01_V01,2018/01/16,CU,7,14,2019/06/16,2.122,0.5432,0.0014,3.4125,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20180116_20190616_C01_V01,LC08_CU_007014_20180116_C01_V01
473,LC08_CU_006013_20180123_20190616_C01_V01,2018/01/23,CU,6,13,2019/06/16,0.1564,0.0332,0.0,36.6351,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180123_20190616_C01_V01,LC08_CU_006013_20180123_C01_V01
474,LC08_CU_006014_20180123_20190616_C01_V01,2018/01/23,CU,6,14,2019/06/16,0.8701,0.08900000000000001,0.0,2.8371,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180123_20190616_C01_V01,LC08_CU_006014_20180123_C01_V01
475,LC08_CU_007013_20180123_20190616_C01_V01,2018/01/23,CU,7,13,2019/06/16,0.4501,0.1459,0.3653,29.717,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180123_20190616_C01_V01,LC08_CU_007013_20180123_C01_V01
476,LC08_CU_007014_20180123_20190616_C01_V01,2018/01/23,CU,7,14,2019/06/16,0.1218,0.0344,0.0004,71.6734,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20180123_20190616_C01_V01,LC08_CU_007014_20180123_C01_V01
480,LC08_CU_007014_20180125_20190616_C01_V01,2018/01/25,CU,7,14,2019/06/16,4.7148,3.6249,0.0,94.3875,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20180125_20190616_C01_V01,LC08_CU_007014_20180125_C01_V01
481,LC08_CU_006013_20180130_20190616_C01_V01,2018/01/30,CU,6,13,2019/06/16,54.4459,13.0513,0.0,29.5294,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180130_20190616_C01_V01,LC08_CU_006013_20180130_C01_V01
482,LC08_CU_006014_20180130_20190616_C01_V01,2018/01/30,CU,6,14,2019/06/16,64.808,13.7441,0.0097,73.4598,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180130_20190616_C01_V01,LC08_CU_006014_20180130_C01_V01
487,LC08_CU_006014_20180201_20190616_C01_V01,2018/02/01,CU,6,14,2019/06/16,0.1407,0.0046,0.0,93.7804,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180201_20190616_C01_V01,LC08_CU_006014_20180201_C01_V01
488,LC08_CU_007013_20180201_20190616_C01_V01,2018/02/01,CU,7,13,2019/06/16,0.4571,0.1669,0.0184,38.1911,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180201_20190616_C01_V01,LC08_CU_007013_20180201_C01_V01
489,LC08_CU_007014_20180201_20190616_C01_V01,2018/02/01,CU,7,14,2019/06/16,1.8276,0.483,0.0006,4.0432,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20180201_20190616_C01_V01,LC08_CU_007014_20180201_C01_V01
493,LC08_CU_006013_20180208_20190616_C01_V01,2018/02/08,CU,6,13,2019/06/16,0.2363,0.0566,0.0,37.4463,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180208_20190616_C01_V01,LC08_CU_006013_20180208_C01_V01
494,LC08_CU_006014_20180208_20190616_C01_V01,2018/02/08,CU,6,14,2019/06/16,1.1001,0.1446,0.0,3.1456,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180208_20190616_C01_V01,LC08_CU_006014_20180208_C01_V01
495,LC08_CU_007013_20180208_20190616_C01_V01,2018/02/08,CU,7,13,2019/06/16,0.7538,0.2058,0.0001,28.9106,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180208_20190616_C01_V01,LC08_CU_007013_20180208_C01_V01
496,LC08_CU_007014_20180208_20190616_C01_V01,2018/02/08,CU,7,14,2019/06/16,0.22699999999999998,0.0581,0.0,70.8499,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20180208_20190616_C01_V01,LC08_CU_007014_20180208_C01_V01
500,LC08_CU_007014_20180210_20190616_C01_V01,2018/02/10,CU,7,14,2019/06/16,0.0,0.0,0.0,94.7072,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20180210_20190616_C01_V01,LC08_CU_007014_20180210_C01_V01
501,LC08_CU_006013_20180215_20190616_C01_V01,2018/02/15,CU,6,13,2019/06/16,86.1705,4.0968,0.0,29.6004,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180215_20190616_C01_V01,LC08_CU_006013_20180215_C01_V01
502,LC08_CU_006014_20180215_20190616_C01_V01,2018/02/15,CU,6,14,2019/06/16,99.9998,0.0002,0.0,73.532,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180215_20190616_C01_V01,LC08_CU_006014_20180215_C01_V01
507,LC08_CU_006014_20180217_20190616_C01_V01,2018/02/17,CU,6,14,2019/06/16,42.1729,2.2742,0.0,93.5146,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180217_20190616_C01_V01,LC08_CU_006014_20180217_C01_V01
508,LC08_CU_007013_20180217_20190616_C01_V01,2018/02/17,CU,7,13,2019/06/16,23.5273,2.9763,0.0154,37.7209,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180217_20190616_C01_V01,LC08_CU_007013_20180217_C01_V01
509,LC08_CU_007014_20180217_20190616_C01_V01,2018/02/17,CU,7,14,2019/06/16,39.3942,4.8565,0.0029,3.8348,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20180217_20190616_C01_V01,LC08_CU_007014_20180217_C01_V01
513,LC08_CU_006013_20180224_20190616_C01_V01,2018/02/24,CU,6,13,2019/06/16,0.0603,0.0104,0.0,37.2051,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180224_20190616_C01_V01,LC08_CU_006013_20180224_C01_V01
514,LC08_CU_006014_20180224_20190616_C01_V01,2018/02/24,CU,6,14,2019/06/16,0.7153,0.0812,0.0,3.0542,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180224_20190616_C01_V01,LC08_CU_006014_20180224_C01_V01
515,LC08_CU_007013_20180224_20190616_C01_V01,2018/02/24,CU,7,13,2019/06/16,0.4398,0.0985,0.1545,29.1472,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180224_20190616_C01_V01,LC08_CU_007013_20180224_C01_V01
516,LC08_CU_007014_20180224_20190616_C01_V01,2018/02/24,CU,7,14,2019/06/16,0.0452,0.0053,0.0,71.0866,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20180224_20190616_C01_V01,LC08_CU_007014_20180224_C01_V01
520,LC08_CU_007014_20180226_20190616_C01_V01,2018/02/26,CU,7,14,2019/06/16,0.1193,0.0529,0.0,94.6121,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20180226_20190616_C01_V01,LC08_CU_007014_20180226_C01_V01
521,LC08_CU_006013_20180303_20190616_C01_V01,2018/03/03,CU,6,13,2019/06/16,0.0389,0.0015,0.0,29.831999999999997,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180303_20190616_C01_V01,LC08_CU_006013_20180303_C01_V01
522,LC08_CU_006014_20180303_20190616_C01_V01,2018/03/03,CU,6,14,2019/06/16,1.3777,0.1148,0.0,73.7523,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180303_20190616_C01_V01,LC08_CU_006014_20180303_C01_V01
527,LC08_CU_006014_20180305_20190616_C01_V01,2018/03/05,CU,6,14,2019/06/16,0.0,0.0,0.0,93.4033,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180305_20190616_C01_V01,LC08_CU_006014_20180305_C01_V01
528,LC08_CU_007013_20180305_20190616_C01_V01,2018/03/05,CU,7,13,2019/06/16,6.8251,2.2632,0.0109,37.5179,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180305_20190616_C01_V01,LC08_CU_007013_20180305_C01_V01
